strata_id	layer1	layer2	layer3	layer4	layer5	layer6	natural_growth_acres	prescribed_burn_acres	group_selection_acres	even_age_acres	mixed_severity_wildfire_acres
BNNRPL	B	N	N	R	P	L	0.0	0.0	110.2	0.0	5.800000000000001
BNNRDL	B	N	N	R	D	L	73.15	0.0	0.0	0.0	3.85
BNNRWP	B	N	N	R	W	P	0.0	0.0	0.0	64.6	3.4000000000000004
BNNRWM	B	N	N	R	W	M	276.45	0.0	0.0	0.0	14.55
BNNRWL	B	N	N	R	W	L	895.85	0.0	0.0	0.0	47.150000000000006
BNNRCM	B	N	N	R	C	M	337.25	0.0	0.0	0.0	17.75
BNNRCL	B	N	N	R	C	L	0.0	1621.65	0.0	0.0	85.35000000000001
BNOHWL	B	N	O	H	W	L	272.65	0.0	0.0	0.0	14.350000000000001
BNOHCM	B	N	O	H	C	M	126.35	0.0	0.0	0.0	6.65
BNOHCL	B	N	O	H	C	L	641.25	0.0	0.0	0.0	33.75
BNORPL	B	N	O	R	P	L	0.0	0.0	120.65	0.0	6.3500000000000005
BNORDM	B	N	O	R	D	M	0.0	0.0	85.5	0.0	4.5
BNORDL	B	N	O	R	D	L	162.45	0.0	0.0	0.0	8.55
BNORWP	B	N	O	R	W	P	0.0	0.0	0.0	66.5	3.5
BNORWM	B	N	O	R	W	M	153.9	0.0	0.0	0.0	8.1
BNORWL	B	N	O	R	W	L	1271.1	0.0	0.0	0.0	66.9
BNORCM	B	N	O	R	C	M	0.0	0.0	365.75	0.0	19.25
BNORCL	B	N	O	R	C	L	0.0	0.0	2280.95	0.0	120.05000000000001
BNPHWM	B	N	P	H	W	M	85.5	0.0	0.0	0.0	4.5
BNPHWL	B	N	P	H	W	L	0.0	232.75	0.0	0.0	12.25
BNPHCP	B	N	P	H	C	P	0.0	0.0	0.0	53.2	2.8000000000000003
BNPHCM	B	N	P	H	C	M	128.25	0.0	0.0	0.0	6.75
BNPHCL	B	N	P	H	C	L	454.1	0.0	0.0	0.0	23.900000000000002
BNPCCL	B	N	P	C	C	L	74.1	0.0	0.0	0.0	3.9000000000000004
BNPRPL	B	N	P	R	P	L	73.15	0.0	0.0	0.0	3.85
BNPRDL	B	N	P	R	D	L	61.75	0.0	0.0	0.0	3.25
BNPRWP	B	N	P	R	W	P	0.0	0.0	0.0	58.9	3.1
BNPRWM	B	N	P	R	W	M	209.0	0.0	0.0	0.0	11.0
BNPRWL	B	N	P	R	W	L	704.9	0.0	0.0	0.0	37.1
BNPRCP	B	N	P	R	C	P	0.0	0.0	0.0	68.4	3.6
BNPRCM	B	N	P	R	C	M	306.85	0.0	0.0	0.0	16.150000000000002
BNPRCL	B	N	P	R	C	L	1183.7	0.0	0.0	0.0	62.300000000000004
BNPRAL	B	N	P	R	A	L	112.1	0.0	0.0	0.0	5.9
BNSHWS	B	N	S	H	W	S	0.0	0.0	0.0	204.25	10.75
BNSHWP	B	N	S	H	W	P	0.0	0.0	0.0	107.35	5.65
BNSHWM	B	N	S	H	W	M	195.7	0.0	0.0	0.0	10.3
BNSHWL	B	N	S	H	W	L	0.0	0.0	925.3	0.0	48.7
BNSHCS	B	N	S	H	C	S	0.0	0.0	0.0	103.55	5.45
BNSHCP	B	N	S	H	C	P	0.0	0.0	0.0	61.75	3.25
BNSHCM	B	N	S	H	C	M	278.35	0.0	0.0	0.0	14.65
BNSHCL	B	N	S	H	C	L	0.0	0.0	1536.15	0.0	80.85000000000001
BNSHIL	B	N	S	H	I	L	54.15	0.0	0.0	0.0	2.85
BNSHLL	B	N	S	H	L	L	98.8	0.0	0.0	0.0	5.2
BNSRPL	B	N	S	R	P	L	612.75	0.0	0.0	0.0	32.25
BNSRDS	B	N	S	R	D	S	0.0	0.0	0.0	62.7	3.3000000000000003
BNSRDM	B	N	S	R	D	M	200.45	0.0	0.0	0.0	10.55
BNSRDL	B	N	S	R	D	L	470.25	0.0	0.0	0.0	24.75
BNSRWS	B	N	S	R	W	S	0.0	0.0	0.0	517.75	27.25
BNSRWP	B	N	S	R	W	P	0.0	0.0	0.0	624.15	32.85
BNSRWM	B	N	S	R	W	M	760.95	0.0	0.0	0.0	40.050000000000004
BNSRWL	B	N	S	R	W	L	0.0	0.0	4779.45	0.0	251.55
BNSRCS	B	N	S	R	C	S	0.0	0.0	0.0	173.85	9.15
BNSRCP	B	N	S	R	C	P	0.0	0.0	0.0	430.35	22.650000000000002
BNSRCM	B	N	S	R	C	M	0.0	0.0	1754.65	0.0	92.35000000000001
BNSRCL	B	N	S	R	C	L	0.0	8437.9	0.0	0.0	444.1
BNSRLL	B	N	S	R	L	L	0.0	0.0	83.6	0.0	4.4
URNLCL	U	R	N	L	C	L	0.0	142.5	0.0	0.0	7.5
URNHWL	U	R	N	H	W	L	0.0	99.75	0.0	0.0	5.25
URNHCL	U	R	N	H	C	L	181.45	0.0	0.0	0.0	9.55
URNCWL	U	R	N	C	W	L	106.4	0.0	0.0	0.0	5.6000000000000005
URNCCL	U	R	N	C	C	L	106.4	0.0	0.0	0.0	5.6000000000000005
URNRCL	U	R	N	R	C	L	0.0	0.0	208.05	0.0	10.950000000000001
UROHCL	U	R	O	H	C	L	48.45	0.0	0.0	0.0	2.5500000000000003
URORCL	U	R	O	R	C	L	97.85	0.0	0.0	0.0	5.15
URPHWL	U	R	P	H	W	L	108.3	0.0	0.0	0.0	5.7
URPHCL	U	R	P	H	C	L	298.3	0.0	0.0	0.0	15.700000000000001
URPRWS	U	R	P	R	W	S	0.0	0.0	0.0	55.1	2.9000000000000004
URPRWP	U	R	P	R	W	P	0.0	0.0	0.0	56.05	2.95
URPRWL	U	R	P	R	W	L	383.8	0.0	0.0	0.0	20.200000000000003
URPRCM	U	R	P	R	C	M	71.25	0.0	0.0	0.0	3.75
URPRCL	U	R	P	R	C	L	0.0	0.0	914.85	0.0	48.150000000000006
UNNHWS	U	N	N	H	W	S	0.0	0.0	0.0	52.25	2.75
UNNHWL	U	N	N	H	W	L	72.2	0.0	0.0	0.0	3.8000000000000003
UNNHCL	U	N	N	H	C	L	0.0	146.3	0.0	0.0	7.7
UNNRWL	U	N	N	R	W	L	111.15	0.0	0.0	0.0	5.8500000000000005
UNNRCL	U	N	N	R	C	L	233.7	0.0	0.0	0.0	12.3
UNOHWL	U	N	O	H	W	L	338.2	0.0	0.0	0.0	17.8
UNOHCL	U	N	O	H	C	L	788.5	0.0	0.0	0.0	41.5
UNORWL	U	N	O	R	W	L	0.0	0.0	281.2	0.0	14.8
UNORCM	U	N	O	R	C	M	76.95	0.0	0.0	0.0	4.05
UNORCL	U	N	O	R	C	L	0.0	0.0	905.35	0.0	47.650000000000006
UNPHWL	U	N	P	H	W	L	255.55	0.0	0.0	0.0	13.450000000000001
UNPHCL	U	N	P	H	C	L	0.0	0.0	482.6	0.0	25.400000000000002
UNPHAL	U	N	P	H	A	L	60.8	0.0	0.0	0.0	3.2
UNPRWL	U	N	P	R	W	L	481.65	0.0	0.0	0.0	25.35
UNPRCS	U	N	P	R	C	S	0.0	0.0	0.0	53.2	2.8000000000000003
UNPRCM	U	N	P	R	C	M	0.0	0.0	57.95	0.0	3.0500000000000003
UNPRCL	U	N	P	R	C	L	957.6	0.0	0.0	0.0	50.400000000000006
UNPRAL	U	N	P	R	A	L	0.0	0.0	98.8	0.0	5.2
UNSHWS	U	N	S	H	W	S	0.0	0.0	0.0	1107.7	58.300000000000004
UNSHWP	U	N	S	H	W	P	0.0	0.0	0.0	145.35	7.65
UNSHWM	U	N	S	H	W	M	219.45	0.0	0.0	0.0	11.55
UNSHWL	U	N	S	H	W	L	2089.05	0.0	0.0	0.0	109.95
UNSHCS	U	N	S	H	C	S	0.0	0.0	0.0	458.85	24.150000000000002
UNSHCP	U	N	S	H	C	P	0.0	0.0	0.0	171.0	9.0
UNSHCM	U	N	S	H	C	M	0.0	0.0	307.8	0.0	16.2
UNSHCL	U	N	S	H	C	L	4069.8	0.0	0.0	0.0	214.20000000000002
UNSHAS	U	N	S	H	A	S	0.0	0.0	0.0	178.6	9.4
UNSHAL	U	N	S	H	A	L	122.55	0.0	0.0	0.0	6.45
UNSHLL	U	N	S	H	L	L	139.65	0.0	0.0	0.0	7.3500000000000005
UNSRPL	U	N	S	R	P	L	74.1	0.0	0.0	0.0	3.9000000000000004
UNSRDM	U	N	S	R	D	M	56.05	0.0	0.0	0.0	2.95
UNSRDL	U	N	S	R	D	L	94.05	0.0	0.0	0.0	4.95
UNSRWS	U	N	S	R	W	S	0.0	0.0	0.0	911.05	47.95
UNSRWP	U	N	S	R	W	P	0.0	0.0	0.0	158.65	8.35
UNSRWM	U	N	S	R	W	M	315.4	0.0	0.0	0.0	16.6
UNSRWL	U	N	S	R	W	L	0.0	0.0	2812.95	0.0	148.05
UNSRCS	U	N	S	R	C	S	0.0	0.0	0.0	275.5	14.5
UNSRCP	U	N	S	R	C	P	0.0	0.0	0.0	247.0	13.0
UNSRCM	U	N	S	R	C	M	0.0	0.0	567.15	0.0	29.85
UNSRCL	U	N	S	R	C	L	0.0	6463.8	0.0	0.0	340.20000000000005
UNSRAS	U	N	S	R	A	S	0.0	0.0	0.0	80.75	4.25
UNSRAL	U	N	S	R	A	L	71.25	0.0	0.0	0.0	3.75
UNSRLL	U	N	S	R	L	L	181.45	0.0	0.0	0.0	9.55
KRNLPM	K	R	N	L	P	M	994.65	0.0	0.0	0.0	52.35
KRNLPL	K	R	N	L	P	L	195.7	0.0	0.0	0.0	10.3
KRNLDM	K	R	N	L	D	M	152.0	0.0	0.0	0.0	8.0
KRNLDL	K	R	N	L	D	L	167.2	0.0	0.0	0.0	8.8
KRNLWS	K	R	N	L	W	S	0.0	0.0	0.0	90.25	4.75
KRNLWP	K	R	N	L	W	P	0.0	0.0	0.0	445.55	23.450000000000003
KRNLWM	K	R	N	L	W	M	2083.35	0.0	0.0	0.0	109.65
KRNLWL	K	R	N	L	W	L	0.0	3570.1	0.0	0.0	187.9
KRNLCP	K	R	N	L	C	P	0.0	0.0	0.0	95.95	5.050000000000001
KRNLCM	K	R	N	L	C	M	0.0	0.0	1026.95	0.0	54.050000000000004
KRNLCL	K	R	N	L	C	L	0.0	0.0	2477.6	0.0	130.4
KRNLIS	K	R	N	L	I	S	0.0	0.0	0.0	269.8	14.200000000000001
KRNLIP	K	R	N	L	I	P	0.0	0.0	0.0	335.35	17.650000000000002
KRNLIM	K	R	N	L	I	M	1867.7	0.0	0.0	0.0	98.30000000000001
KRNLIL	K	R	N	L	I	L	0.0	3170.15	0.0	0.0	166.85000000000002
KRNLAS	K	R	N	L	A	S	0.0	0.0	0.0	67.45	3.5500000000000003
KRNLAP	K	R	N	L	A	P	0.0	0.0	0.0	229.9	12.100000000000001
KRNLAM	K	R	N	L	A	M	791.35	0.0	0.0	0.0	41.650000000000006
KRNLAL	K	R	N	L	A	L	0.0	2658.1	0.0	0.0	139.9
KRNLLP	K	R	N	L	L	P	0.0	0.0	0.0	116.85	6.15
KRNLLM	K	R	N	L	L	M	0.0	618.45	0.0	0.0	32.550000000000004
KRNLLL	K	R	N	L	L	L	0.0	0.0	473.1	0.0	24.900000000000002
KRNHWL	K	R	N	H	W	L	57.95	0.0	0.0	0.0	3.0500000000000003
KRNHCL	K	R	N	H	C	L	107.35	0.0	0.0	0.0	5.65
KRNCPM	K	R	N	C	P	M	2931.7	0.0	0.0	0.0	154.3
KRNCPL	K	R	N	C	P	L	0.0	2737.9	0.0	0.0	144.1
KRNCDM	K	R	N	C	D	M	0.0	0.0	464.55	0.0	24.450000000000003
KRNCDL	K	R	N	C	D	L	1259.7	0.0	0.0	0.0	66.3
KRNCWS	K	R	N	C	W	S	0.0	0.0	0.0	124.45	6.550000000000001
KRNCWP	K	R	N	C	W	P	0.0	0.0	0.0	290.7	15.3
KRNCWM	K	R	N	C	W	M	0.0	0.0	2108.05	0.0	110.95
KRNCWL	K	R	N	C	W	L	0.0	2714.15	0.0	0.0	142.85
KRNCCP	K	R	N	C	C	P	0.0	0.0	0.0	57.0	3.0
KRNCCM	K	R	N	C	C	M	0.0	0.0	512.05	0.0	26.950000000000003
KRNCCL	K	R	N	C	C	L	1539.0	0.0	0.0	0.0	81.0
KRNCIS	K	R	N	C	I	S	0.0	0.0	0.0	194.75	10.25
KRNCIP	K	R	N	C	I	P	0.0	0.0	0.0	303.05	15.950000000000001
KRNCIM	K	R	N	C	I	M	1748.95	0.0	0.0	0.0	92.05000000000001
KRNCIL	K	R	N	C	I	L	0.0	0.0	2944.05	0.0	154.95000000000002
KRNCAS	K	R	N	C	A	S	0.0	0.0	0.0	111.15	5.8500000000000005
KRNCAP	K	R	N	C	A	P	0.0	0.0	0.0	95.95	5.050000000000001
KRNCAM	K	R	N	C	A	M	483.55	0.0	0.0	0.0	25.450000000000003
KRNCAL	K	R	N	C	A	L	0.0	1257.8	0.0	0.0	66.2
KRNCLM	K	R	N	C	L	M	338.2	0.0	0.0	0.0	17.8
KRNCLL	K	R	N	C	L	L	0.0	278.35	0.0	0.0	14.65
KRNRPM	K	R	N	R	P	M	1124.8	0.0	0.0	0.0	59.2
KRNRPL	K	R	N	R	P	L	1270.15	0.0	0.0	0.0	66.85000000000001
KRNRDS	K	R	N	R	D	S	0.0	0.0	0.0	55.1	2.9000000000000004
KRNRDM	K	R	N	R	D	M	0.0	0.0	988.0	0.0	52.0
KRNRDL	K	R	N	R	D	L	0.0	0.0	1661.55	0.0	87.45
KRNRWS	K	R	N	R	W	S	0.0	0.0	0.0	125.4	6.6000000000000005
KRNRWM	K	R	N	R	W	M	351.5	0.0	0.0	0.0	18.5
KRNRWL	K	R	N	R	W	L	0.0	0.0	554.8	0.0	29.200000000000003
KRNRCM	K	R	N	R	C	M	106.4	0.0	0.0	0.0	5.6000000000000005
KRNRCL	K	R	N	R	C	L	0.0	0.0	277.4	0.0	14.600000000000001
KRNRIP	K	R	N	R	I	P	0.0	0.0	0.0	143.45	7.550000000000001
KRNRIM	K	R	N	R	I	M	583.3	0.0	0.0	0.0	30.700000000000003
KRNRIL	K	R	N	R	I	L	0.0	0.0	1853.45	0.0	97.55000000000001
KRNRAM	K	R	N	R	A	M	114.95	0.0	0.0	0.0	6.050000000000001
KRNRAL	K	R	N	R	A	L	240.35	0.0	0.0	0.0	12.65
KRNRLM	K	R	N	R	L	M	0.0	0.0	59.85	0.0	3.1500000000000004
KRNRLL	K	R	N	R	L	L	148.2	0.0	0.0	0.0	7.800000000000001
KROLPM	K	R	O	L	P	M	0.0	0.0	52.25	0.0	2.75
KROLWL	K	R	O	L	W	L	526.3	0.0	0.0	0.0	27.700000000000003
KROLCM	K	R	O	L	C	M	63.65	0.0	0.0	0.0	3.35
