Index	Slack	Dual
0	0.0	1.0
1	-8409.0	-0.0
2	0.0	-1.0
3	0.0	-1.0
4	0.0	-1.0
5	0.0	-1.0
6	0.0	-1.0
7	0.0	-1.0
8	0.0	-1.0
9	0.0	-1.0
34	0.0	1.0
35	0.0	1.0
36	0.0	1.0
37	0.0	1.0
38	0.0	1.0
39	0.0	1.0
40	0.0	1.0
41	0.0	1.0
82	0.0	1.0
83	0.0	1.0
84	0.0	1.0
85	0.0	1.0
86	0.0	1.0
87	0.0	1.0
88	0.0	1.0
89	0.0	1.0
90	0.0	1.0
91	0.0	1.0
92	0.0	1.0
93	0.0	1.0
94	0.0	1.0
95	0.0	1.0
96	0.0	1.0
97	0.0	1.0
98	0.0	1.0
99	0.0	1.0
100	0.0	1.0
101	0.0	1.0
102	0.0	1.0
103	0.0	1.0
104	0.0	1.0
105	0.0	1.0
106	0.0	1.0
107	0.0	1.0
108	0.0	1.0
109	0.0	1.0
110	0.0	1.0
111	0.0	1.0
112	0.0	1.0
113	0.0	1.0
114	0.0	1.0
115	0.0	1.0
116	0.0	1.0
117	0.0	1.0
118	0.0	1.0
119	0.0	1.0
120	0.0	1.0
121	0.0	1.0
122	0.0	1.0
123	0.0	1.0
124	0.0	1.0
125	0.0	1.0
126	0.0	1.0
127	0.0	1.0
128	0.0	1.0
129	0.0	1.0
130	0.0	1.0
131	0.0	1.0
132	0.0	1.0
133	0.0	1.0
134	0.0	1.0
135	0.0	1.0
136	0.0	1.0
137	0.0	1.0
138	0.0	1.0
139	0.0	1.0
140	0.0	1.0
141	0.0	1.0
142	0.0	1.0
143	0.0	1.0
144	0.0	1.0
145	0.0	1.0
146	0.0	1.0
147	0.0	1.0
148	0.0	1.0
149	0.0	1.0
150	0.0	1.0
151	0.0	1.0
152	0.0	1.0
153	0.0	1.0
154	0.0	1.0
155	0.0	1.0
156	0.0	1.0
157	0.0	1.0
158	0.0	1.0
159	0.0	1.0
160	0.0	1.0
161	0.0	1.0
162	0.0	1.0
