strata_id	layer1	layer2	layer3	layer4	layer5	layer6	NG_E_acres	PB_E_acres	GS_E_acres	EA_E_acres	MS_E_acres	BS_E_acres
BNNCAL	B	N	N	C	A	L	318.25	0.0	0.0	0.0	16.75	0.0
BNNCAM	B	N	N	C	A	M	59.85	0.0	0.0	0.0	3.1500000000000004	0.0
BNNCAP	B	N	N	C	A	P	60.8	0.0	0.0	0.0	3.2	0.0
BNNCCL	B	N	N	C	C	L	3914.95	0.0	0.0	0.0	206.05	0.0
BNNCCM	B	N	N	C	C	M	1285.35	0.0	0.0	0.0	67.65	0.0
BNNCCP	B	N	N	C	C	P	618.45	0.0	0.0	0.0	32.550000000000004	0.0
BNNCCS	B	N	N	C	C	S	92.15	0.0	0.0	0.0	4.8500000000000005	0.0
BNNCDL	B	N	N	C	D	L	1638.75	0.0	0.0	0.0	86.25	0.0
BNNCDM	B	N	N	C	D	M	513.0	0.0	0.0	0.0	27.0	0.0
BNNCDS	B	N	N	C	D	S	79.8	0.0	0.0	0.0	4.2	0.0
BNNCIL	B	N	N	C	I	L	234.65	0.0	0.0	0.0	12.350000000000001	0.0
BNNCIM	B	N	N	C	I	M	57.95	0.0	0.0	0.0	3.0500000000000003	0.0
BNNCLL	B	N	N	C	L	L	171.95	0.0	0.0	0.0	9.05	0.0
BNNCLM	B	N	N	C	L	M	87.4	0.0	0.0	0.0	4.6000000000000005	0.0
BNNCPL	B	N	N	C	P	L	1204.6	0.0	0.0	0.0	63.400000000000006	0.0
BNNCPM	B	N	N	C	P	M	863.55	0.0	0.0	0.0	45.45	0.0
BNNCWL	B	N	N	C	W	L	4299.0	0.0	0.0	0.0	0.0	0.0
BNNCWM	B	N	N	C	W	M	1664.0	0.0	0.0	0.0	0.0	0.0
BNNCWP	B	N	N	C	W	P	310.0	0.0	0.0	0.0	0.0	0.0
BNNCWS	B	N	N	C	W	S	107.0	0.0	0.0	0.0	0.0	0.0
BNNHCL	B	N	N	H	C	L	67.45	0.0	0.0	0.0	3.5500000000000003	0.0
BNNLAL	B	N	N	L	A	L	359.1	0.0	0.0	0.0	18.900000000000002	0.0
BNNLAM	B	N	N	L	A	M	149.15	0.0	0.0	0.0	7.8500000000000005	0.0
